year	month	day	araz_Q_Obs				
2009	9	19	1.19				
2009	9	20	1.83				
2009	9	21	1.47				
2009	9	22	0.939				
2009	9	23	0.738				
2009	9	24	1.53				
2009	9	25	14.3				
2009	9	26	9.82				
2009	9	27	4.41				
2009	9	28	3.4				
2009	9	29	2.7				
2009	9	30	2.49				
2009	10	1	2.22				
2009	10	2	1.99				
2009	10	3	1.74				
2009	10	4	1.59				
2009	10	5	1.62				
2009	10	6	1.62				
2009	10	7	1.65				
2009	10	8	1.62				
2009	10	9	1.62				
2009	10	10	1.56				
2009	10	11	1.47				
2009	10	12	1.41				
2009	10	13	1.47				
2009	10	14	1.47				
2009	10	15	1.36				
2009	10	16	1.33				
2009	10	17	1.38				
2009	10	18	1.3				
2009	10	19	1.27				
2009	10	20	1.24				
2009	10	21	1.19				
2009	10	22	1.14				
2009	10	23	1.16				
2009	10	24	1.14				
2009	10	25	1.08				
2009	10	26	1.09				
2009	10	27	1.41				
2009	10	28	1.53				
2009	10	29	1.35				
2009	10	30	1.41				
2009	10	31	1.25				
2009	11	1	1.28				
2009	11	2	0.967				
2009	11	3	0.955				
2009	11	4	0.856				
2009	11	5	1.75				
2009	11	6	1.53				
2009	11	7	11.6				
2009	11	8	8.26				
2009	11	9	3.36				
2009	11	10	2.15				
2009	11	11	2.02				
2009	11	12	1.8				
2009	11	13	1.86				
2009	11	14	1.83				
2009	11	15	1.83				
2009	11	16	1.53				
2009	11	17	1.62				
2009	11	18	1.53				
2009	11	19	1.71				
2009	11	20	2.22				
2009	11	21	2.08				
2009	11	22	11.8				
2009	11	23	9.07				
2009	11	24	5.57				
2009	11	25	6.22				
2009	11	26	5.57				
2009	11	27	4.66				
2009	11	28	5.44				
2009	11	29	4.49				
2009	11	30	3.39				
2009	12	1	2.84				
2009	12	2	5.21				
2009	12	3	16.4				
2009	12	4	9.83				
2009	12	5	5.62				
2009	12	6	5.05				
2009	12	7	2.67				
2009	12	8	4.97				
2009	12	9	9.31				
2009	12	10	9.64				
2009	12	11	7.54				
2009	12	12	5.53				
2009	12	13	4.32				
2009	12	14	4.15				
2009	12	15	7.47				
2009	12	16	11				
2009	12	17	6.84				
2009	12	18	5.63				
2009	12	19	5.53				
2009	12	20	5.99				
2009	12	21	6.27				
2009	12	22	5				
2009	12	23	4.49				
2009	12	24	4.49				
2009	12	25	5.04				
2009	12	26	5.26				
2009	12	27	4.99				
2009	12	28	4.24				
2009	12	29	3.44				
2009	12	30	3.1				
2009	12	31	2.91				
2010	1	1	3.67				
2010	1	2	3.55				
2010	1	3	3.29				
2010	1	4	2.84				
2010	1	5	2.56				
2010	1	6	4.47				
2010	1	7	5.99				
2010	1	8	4.49				
2010	1	9	3.59				
2010	1	10	3.44				
2010	1	11	3.36				
2010	1	12	3.13				
2010	1	13	3.13				
2010	1	14	3.21				
2010	1	15	3.17				
2010	1	16	2.7				
2010	1	17	2.7				
2010	1	18	2.7				
2010	1	19	2.66				
2010	1	20	2.66				
2010	1	21	2.66				
2010	1	22	2.73				
2010	1	23	2.73				
2010	1	24	2.77				
2010	1	25	2.7				
2010	1	26	3.72				
2010	1	27	12.3				
2010	1	28	5.82				
2010	1	29	4.65				
2010	1	30	4.57				
2010	1	31	6.1				
2010	2	1	7.13				
2010	2	2	6.84				
2010	2	3	5.18				
2010	2	4	5.18				
2010	2	5	9.53				
2010	2	6	32.7				
2010	2	7	12.9				
2010	2	8	8.65				
2010	2	9	8.34				
2010	2	10	8.34				
2010	2	11	10.9				
2010	2	12	11.2				
2010	2	13	16.8				
2010	2	14	10.7				
2010	2	15	10.5				
2010	2	16	12.2				
2010	2	17	24.2				
2010	2	18	28.4				
2010	2	19	26.7				
2010	2	20	20.8				
2010	2	21	17.7				
2010	2	22	16.4				
2010	2	23	81.9				
2010	2	24	73.3				
2010	2	25	24.5				
2010	2	26	16.8				
2010	2	27	18.4				
2010	2	28	20.4				
2010	3	1	15.8				
2010	3	2	14.4				
2010	3	3	14.1				
2010	3	4	12.4				
2010	3	5	17.8				
2010	3	6	21.1				
2010	3	7	13.5				
2010	3	8	11.6				
2010	3	9	10.4				
2010	3	10	9.76				
2010	3	11	9.93				
2010	3	12	9.56				
2010	3	13	9.17				
2010	3	14	8.59				
2010	3	15	8.49				
2010	3	16	8.6				
2010	3	17	9.45				
2010	3	18	11.1				
2010	3	19	12				
2010	3	20	21.3				
2010	3	21	13.6				
2010	3	22	12.8				
2010	3	23	14.8				
2010	3	24	16.4				
2010	3	25	13.5				
2010	3	26	12				
2010	3	27	10.2				
2010	3	28	9.66				
2010	3	29	9.66				
2010	3	30	8.88				
2010	3	31	8.22				
2010	4	1	7.57				
2010	4	2	8.41				
2010	4	3	8.78				
2010	4	4	7.93				
2010	4	5	7.3				
2010	4	6	10.8				
2010	4	7	9.12				
2010	4	8	8.02				
2010	4	9	7.39				
2010	4	10	7.3				
2010	4	11	8.03				
2010	4	12	7.39				
2010	4	13	6.18				
2010	4	14	5.61				
2010	4	15	6.51				
2010	4	16	5.22				
2010	4	17	4.76				
2010	4	18	4.61				
2010	4	19	11.8				
2010	4	20	72.2				
2010	4	21	32				
2010	4	22	13.3				
2010	4	23	10.1				
2010	4	24	13.8				
2010	4	25	14.5				
2010	4	26	33.9				
2010	4	27	16.8				
2010	4	28	10.8				
2010	4	29	9.98				
2010	4	30	12.7				
2010	5	1	15.6				
2010	5	2	11.7				
2010	5	3	11.9				
2010	5	4	10.2				
2010	5	5	13.1				
2010	5	6	19.5				
2010	5	7	16.1				
2010	5	8	11.6				
2010	5	9	9.78				
2010	5	10	8.22				
2010	5	11	6.95				
2010	5	12	6.22				
2010	5	13	5.77				
2010	5	14	5.49				
2010	5	15	5.53				
2010	5	16	10.6				
2010	5	17	7.49				
2010	5	18	5.49				
2010	5	19	4.32				
2010	5	20	3.92				
2010	5	21	3.89				
2010	5	22	3.68				
2010	5	23	3.22				
2010	5	24	2.85				
2010	5	25	2.82				
2010	5	26	2.43				
2010	5	27	2.2				
2010	5	28	2.1				
2010	5	29	1.89				
2010	5	30	1.54				
2010	5	31	1.13				
2010	6	1	1.05				
2010	6	2	0.799				
2010	6	3	0.657				
2010	6	4	0.607				
2010	6	5	0.512				
2010	6	6	0.452				
2010	6	7	0.303				
2010	6	8	0.267				
2010	6	9	0.211				
2010	6	10	0.301				
2010	6	11	0.342				
2010	6	12	0.292				
2010	6	13	0.221				
2010	6	14	0.159				
2010	6	15	0.141				
2010	6	16	0.123				
2010	6	17	0.083				
2010	6	18	0.075				
2010	6	19	0.09				
2010	6	20	0.106				
2010	6	21	0.123				
2010	6	22	0.277				
2010	6	23	16.8				
2010	6	24	1.01				
2010	6	25	0.426				
2010	6	26	0.244				
2010	6	27	0.354				
2010	6	28	0.292				
2010	6	29	0.28				
2010	6	30	0.235				
2010	7	1	0.213				
2010	7	2	0.162				
2010	7	3	0.162				
2010	7	4	0.179				
2010	7	5	0.16				
2010	7	6	0.179				
2010	7	7	0.159				
2010	7	8	0.141				
2010	7	9	0.132				
2010	7	10	0.123				
2010	7	11	0.106				
2010	7	12	0.106				
2010	7	13	0.106				
2010	7	14	0.106				
2010	7	15	0.09				
2010	7	16	0.09				
2010	7	17	0.106				
2010	7	18	0.106				
2010	7	19	0.09				
2010	7	20	0.106				
2010	7	21	0.09				
2010	7	22	0.076				
2010	7	23	0.09				
2010	7	24	0.076				
2010	7	25	0.062				
2010	7	26	0.076				
2010	7	27	0.062				
2010	7	28	0.076				
2010	7	29	0.076				
2010	7	30	0.076				
2010	7	31	0.075				
2010	8	1	0.09				
2010	8	2	0.123				
2010	8	3	0.09				
2010	8	4	0.106				
2010	8	5	0.106				
2010	8	6	0.075				
2010	8	7	0.09				
2010	8	8	0.106				
2010	8	9	0.123				
2010	8	10	0.123				
2010	8	11	0.09				
2010	8	12	0.106				
2010	8	13	0.09				
2010	8	14	0.106				
2010	8	15	0.106				
2010	8	16	0.106				
2010	8	17	0.09				
2010	8	18	0.106				
2010	8	19	0.106				
2010	8	20	0.09				
2010	8	21	0.062				
2010	8	22	0.062				
2010	8	23	0.062				
2010	8	24	0.075				
2010	8	25	0.062				
2010	8	26	0.062				
2010	8	27	0.09				
2010	8	28	0.075				
2010	8	29	0.075				
2010	8	30	0.09				
2010	8	31	0.123				
2010	9	1	0.099				
2010	9	2	0.115				
2010	9	3	0.075				
2010	9	4	0.09				
2010	9	5	0.115				
2010	9	6	0.123				
2010	9	7	0.099				
2010	9	8	0.106				
2010	9	9	0.116				
2010	9	10	0.106				
2010	9	11	0.132				
2010	9	12	0.141				
2010	9	13	0.141				
2010	9	14	0.106				
2010	9	15	0.141				
2010	9	16	0.366				
2010	9	17	0.641				
2010	9	18	0.855				
2010	9	19	0.641				
2010	9	20	0.641				
2010	9	21	0.454				
2010	9	22	0.396				
2010	9	23	0.361				
2010	9	24	0.385				
2010	9	25	0.299				
2010	9	26	0.203				
2010	9	27	0.139				
2010	9	28	0.221				
2010	9	29	0.387				
2010	9	30	0.407				
2010	10	1	0.468				
2010	10	2	0.297				
2010	10	3	0.299				
2010	10	4	0.319				
2010	10	5	0.298				
2010	10	6	0.308				
2010	10	7	0.431				
2010	10	8	0.407				
2010	10	9	0.443				
2010	10	10	0.396				
2010	10	11	0.34				
2010	10	12	1.17				
2010	10	13	1.33				
2010	10	14	1.02				
2010	10	15	0.919				
2010	10	16	0.919				
2010	10	17	0.886				
2010	10	18	0.837				
2010	10	19	0.821				
2010	10	20	0.886				
2010	10	21	0.886				
2010	10	22	0.759				
2010	10	23	0.821				
2010	10	24	0.919				
2010	10	25	1				
2010	10	26	1				
2010	10	27	1.02				
2010	10	28	1.06				
2010	10	29	1.02				
2010	10	30	1				
2010	10	31	1.06				
2010	11	1	1.11				
2010	11	2	1.06				
2010	11	3	1				
2010	11	4	0.987				
2010	11	5	0.97				
2010	11	6	0.902				
2010	11	7	0.886				
2010	11	8	0.919				
2010	11	9	0.936				
2010	11	10	0.97				
2010	11	11	0.699				
2010	11	12	0.729				
2010	11	13	0.759				
2010	11	14	0.714				
2010	11	15	0.729				
2010	11	16	0.759				
2010	11	17	0.729				
2010	11	18	0.775				
2010	11	19	0.76				
2010	11	20	0.729				
2010	11	21	0.759				
2010	11	22	0.759				
2010	11	23	0.821				
2010	11	24	0.886				
2010	11	25	0.79				
2010	11	26	0.729				
2010	11	27	0.684				
2010	11	28	0.64				
2010	11	29	0.613				
2010	11	30	0.571				
2010	12	1	0.626				
2010	12	2	0.585				
2010	12	3	0.544				
2010	12	4	0.544				
2010	12	5	0.505				
2010	12	6	0.431				
2010	12	7	0.407				
2010	12	8	0.48				
2010	12	9	0.642				
2010	12	10	0.729				
2010	12	11	0.586				
2010	12	12	0.557				
2010	12	13	0.679				
2010	12	14	1.32				
2010	12	15	1.2				
2010	12	16	1.26				
2010	12	17	0.939				
2010	12	18	0.924				
2010	12	19	0.892				
2010	12	20	0.908				
2010	12	21	0.803				
2010	12	22	0.802				
2010	12	23	0.717				
2010	12	24	0.662				
2010	12	25	0.597				
2010	12	26	0.488				
2010	12	27	0.464				
2010	12	28	0.511				
2010	12	29	0.511				
2010	12	30	0.559				
2010	12	31	0.572				
2011	1	1	0.559				
2011	1	2	0.511				
2011	1	3	0.584				
2011	1	4	0.584				
2011	1	5	0.675				
2011	1	6	0.745				
2011	1	7	0.731				
2011	1	8	0.745				
2011	1	9	0.773				
2011	1	10	1.25				
2011	1	11	1.9				
2011	1	12	1.77				
2011	1	13	1.73				
2011	1	14	1.61				
2011	1	15	1.57				
2011	1	16	1.65				
2011	1	17	1.77				
2011	1	18	1.69				
2011	1	19	1.69				
2011	1	20	1.73				
2011	1	21	1.65				
2011	1	22	1.61				
2011	1	23	1.55				
2011	1	24	1.53				
2011	1	25	1.53				
2011	1	26	1.61				
2011	1	27	1.53				
2011	1	28	1.45				
2011	1	29	1.49				
2011	1	30	1.53				
2011	1	31	1.45				
2011	2	1	1.45				
2011	2	2	1.61				
2011	2	3	3.06				
2011	2	4	3.18				
2011	2	5	2.43				
2011	2	6	2.19				
2011	2	7	2.08				
2011	2	8	2.04				
2011	2	9	2.46				
2011	2	10	2.36				
2011	2	11	2.31				
2011	2	12	2.3				
2011	2	13	4.07				
2011	2	14	2.51				
2011	2	15	2.63				
2011	2	16	2.71				
2011	2	17	3.03				
2011	2	18	2.93				
2011	2	19	3.37				
2011	2	20	3.54				
2011	2	21	4.37				
2011	2	22	6.55				
2011	2	23	8.9				
2011	2	24	6.25				
2011	2	25	4.86				
2011	2	26	4.13				
2011	2	27	3.38				
2011	2	28	3.5				
2011	3	1	3.41				
2011	3	2	4.78				
2011	3	3	6.62				
2011	3	4	5.4				
2011	3	5	4.38				
2011	3	6	4.05				
2011	3	7	4.13				
2011	3	8	6.24				
2011	3	9	10				
2011	3	10	9.68				
2011	3	11	14				
2011	3	12	15.9				
2011	3	13	13.2				
2011	3	14	26.7				
2011	3	15	23.8				
2011	3	16	12.3				
2011	3	17	9.6				
2011	3	18	11.9				
2011	3	19	12.7				
2011	3	20	12.9				
2011	3	21	12.7				
2011	3	22	11.3				
2011	3	23	12.8				
2011	3	24	11				
2011	3	25	9.87				
2011	3	26	7.96				
2011	3	27	7.11				
2011	3	28	6.71				
2011	3	29	6.39				
2011	3	30	5.72				
2011	3	31	4.99				
2011	4	1	4.55				
2011	4	2	3.87				
2011	4	3	3.96				
2011	4	4	3.44				
2011	4	5	3.38				
2011	4	6	3.44				
2011	4	7	3.38				
2011	4	8	3.32				
2011	4	9	3.27				
2011	4	10	3.04				
2011	4	11	2.7				
2011	4	12	2.4				
2011	4	13	1.87				
2011	4	14	1.77				
2011	4	15	1.52				
2011	4	16	1.44				
2011	4	17	1.24				
2011	4	18	1.04				
2011	4	19	0.822				
2011	4	20	0.759				
2011	4	21	0.699				
2011	4	22	0.531				
2011	4	23	0.558				
2011	4	24	0.531				
2011	4	25	0.48				
2011	4	26	1.21				
2011	4	27	3.42				
2011	4	28	4.02				
2011	4	29	3.7				
2011	4	30	1.96				
2011	5	1	1.33				
2011	5	2	0.887				
2011	5	3	0.729				
2011	5	4	0.669				
2011	5	5	0.7				
2011	5	6	0.456				
2011	5	7	0.339				
2011	5	8	0.258				
2011	5	9	0.329				
2011	5	10	0.505				
2011	5	11	0.408				
2011	5	12	0.48				
2011	5	13	0.361				
2011	5	14	0.329				
2011	5	15	0.318				
2011	5	16	0.258				
2011	5	17	0.203				
2011	5	18	0.17				
2011	5	19	0.178				
2011	5	20	0.17				
2011	5	21	0.186				
2011	5	22	0.186				
2011	5	23	0.162				
2011	5	24	0.278				
2011	5	25	0.345				
2011	5	26	0.318				
2011	5	27	0.384				
2011	5	28	0.373				
2011	5	29	0.277				
2011	5	30	0.221				
2011	5	31	0.162				
2011	6	1	0.125				
2011	6	2	0.125				
2011	6	3	0.125				
2011	6	4	0.154				
2011	6	5	0.154				
2011	6	6	0.125				
2011	6	7	0.125				
2011	6	8	0.125				
2011	6	9	0.125				
2011	6	10	0.139				
2011	6	11	0.17				
2011	6	12	0.139				
2011	6	13	0.154				
2011	6	14	0.17				
2011	6	15	0.139				
2011	6	16	0.17				
2011	6	17	0.154				
2011	6	18	0.154				
2011	6	19	0.17				
2011	6	20	0.154				
2011	6	21	0.154				
2011	6	22	0.139				
2011	6	23	0.204				
2011	6	24	0.24				
2011	6	25	0.278				
2011	6	26	0.186				
2011	6	27	0.17				
2011	6	28	0.186				
2011	6	29	0.17				
2011	6	30	0.186				
2011	7	1	0.186				
2011	7	2	0.17				
2011	7	3	0.186				
2011	7	4	0.186				
2011	7	5	0.17				
2011	7	6	0.17				
2011	7	7	0.17				
2011	7	8	0.17				
2011	7	9	0.17				
2011	7	10	0.17				
2011	7	11	0.17				
2011	7	12	0.258				
2011	7	13	0.186				
2011	7	14	0.186				
2011	7	15	0.186				
2011	7	16	0.17				
2011	7	17	0.17				
2011	7	18	0.186				
2011	7	19	0.17				
2011	7	20	0.17				
2011	7	21	0.186				
2011	7	22	0.154				
2011	7	23	0.154				
2011	7	24	0.154				
2011	7	25	0.154				
2011	7	26	0.154				
2011	7	27	0.154				
2011	7	28	0.154				
2011	7	29	0.154				
2011	7	30	0.154				
2011	7	31	0.154				
2011	8	1	0.154				
2011	8	2	0.154				
2011	8	3	0.154				
2011	8	4	0.154				
2011	8	5	0.154				
2011	8	6	0.154				
2011	8	7	0.186				
2011	8	8	0.154				
2011	8	9	0.17				
2011	8	10	0.961				
2011	8	11	0.331				
2011	8	12	0.186				
2011	8	13	0.17				
2011	8	14	0.154				
2011	8	15	0.17				
2011	8	16	0.139				
2011	8	17	0.139				
2011	8	18	0.139				
2011	8	19	0.14				
2011	8	20	0.154				
2011	8	21	0.154				
2011	8	22	0.154				
2011	8	23	0.125				
2011	8	24	0.125				
2011	8	25	0.112				
2011	8	26	0.075				
2011	8	27	0.832				
2011	8	28	32.9				
2011	8	29	12.9				
2011	8	30	2.24				
2011	8	31	1.43				
2011	9	1	0.866				
2011	9	2	0.537				
2011	9	3	0.199				
2011	9	4	0.13				
2011	9	5	0.106				
2011	9	6	0.117				
2011	9	7	0.105				
2011	9	8	0.142				
2011	9	9	0.155				
2011	9	10	0.13				
2011	9	11	0.105				
2011	9	12	0.117				
2011	9	13	0.129				
2011	9	14	0.155				
2011	9	15	0.198				
2011	9	16	0.246				
2011	9	17	0.281				
2011	9	18	0.318				
2011	9	19	0.464				
2011	9	20	0.664				
2011	9	21	0.689				
2011	9	22	0.745				
2011	9	23	0.876				
2011	9	24	0.74				
2011	9	25	0.911				
2011	9	26	1.06				
2011	9	27	0.877				
2011	9	28	0.807				
2011	9	29	0.708				
2011	9	30	0.773				
2011	10	1	0.708				
2011	10	2	0.74				
2011	10	3	0.645				
2011	10	4	0.814				
2011	10	5	0.807				
2011	10	6	0.708				
2011	10	7	0.645				
2011	10	8	0.677				
2011	10	9	0.677				
2011	10	10	0.584				
2011	10	11	0.527				
2011	10	12	0.584				
2011	10	13	0.527				
2011	10	14	0.555				
2011	10	15	0.499				
2011	10	16	0.471				
2011	10	17	0.527				
2011	10	18	0.485				
2011	10	19	0.471				
2011	10	20	0.677				
2011	10	21	7.25				
2011	10	22	35.2				
2011	10	23	29.7				
2011	10	24	8.72				
2011	10	25	2.91				
2011	10	26	1.85				
2011	10	27	1.93				
2011	10	28	1.76				
2011	10	29	1.85				
2011	10	30	3.56				
2011	10	31	2.92				
2011	11	1	2.15				
2011	11	2	2.62				
2011	11	3	2.11				
2011	11	4	2.07				
2011	11	5	2.02				
2011	11	6	2.06				
2011	11	7	2.15				
2011	11	8	2.02				
2011	11	9	2.06				
2011	11	10	1.95				
2011	11	11	2.07				
2011	11	12	2.11				
2011	11	13	2.02				
2011	11	14	1.98				
2011	11	15	1.93				
2011	11	16	1.85				
2011	11	17	1.72				
2011	11	18	1.68				
2011	11	19	1.64				
2011	11	20	1.61				
2011	11	21	2.02				
2011	11	22	2.07				
2011	11	23	4.84				
2011	11	24	4.43				
2011	11	25	3.69				
2011	11	26	4.05				
2011	11	27	3.3				
2011	11	28	3.03				
2011	11	29	2.47				
2011	11	30	2.43				
2011	12	1	2.33				
2011	12	2	2.72				
2011	12	3	2.57				
2011	12	4	2.34				
2011	12	5	2.38				
2011	12	6	2.34				
2011	12	7	2.38				
2011	12	8	2.47				
2011	12	9	2.34				
2011	12	10	2.2				
2011	12	11	2.34				
2011	12	12	4.49				
2011	12	13	4.11				
2011	12	14	3.41				
2011	12	15	3.41				
2011	12	16	3.47				
2011	12	17	2.42				
2011	12	18	2.29				
2011	12	19	2.29				
2011	12	20	2.15				
2011	12	21	2.11				
2011	12	22	2.15				
2011	12	23	2.15				
2011	12	24	2.15				
2011	12	25	2.29				
2011	12	26	6.23				
2011	12	27	9.64				
2011	12	28	11.9				
2011	12	29	6.52				
2011	12	30	4.55				
2011	12	31	4.05				
2012	1	1	3.53				
2012	1	2	2.87				
2012	1	3	2.72				
2012	1	4	3.13				
2012	1	5	3.3				
2012	1	6	3.19				
2012	1	7	3.3				
2012	1	8	3.46				
2012	1	9	4.17				
2012	1	10	5.24				
2012	1	11	4.49				
2012	1	12	4.55				
2012	1	13	4.61				
2012	1	14	4.36				
2012	1	15	3.76				
2012	1	16	3.35				
2012	1	17	3.41				
2012	1	18	3.24				
2012	1	19	3.41				
2012	1	20	3.3				
2012	1	21	4.05				
2012	1	22	4.75				
2012	1	23	3.59				
2012	1	24	3.46				
2012	1	25	3.75				
2012	1	26	3.81				
2012	1	27	3.93				
2012	1	28	4.18				
2012	1	29	7.55				
2012	1	30	6.69				
2012	1	31	5.01				
2012	2	1	4.81				
2012	2	2	10.7				
2012	2	3	32.6				
2012	2	4	11.6				
2012	2	5	9.44				
2012	2	6	8.48				
2012	2	7	6.68				
2012	2	8	7.23				
2012	2	9	12.5				
2012	2	10	13.8				
2012	2	11	13.4				
2012	2	12	11.1				
2012	2	13	9.17				
2012	2	14	8.64				
2012	2	15	9.39				
2012	2	16	16.5				
2012	2	17	17.9				
2012	2	18	19.7				
2012	2	19	13.8				
2012	2	20	24.2				
2012	2	21	35.6				
2012	2	22	28.2				
2012	2	23	25.2				
2012	2	24	24.1				
2012	2	25	23.4				
2012	2	26	23.2				
2012	2	27	23.7				
2012	2	28	24.9				
2012	2	29	29.5				
2012	3	1	63.9				
2012	3	2	75				
2012	3	3	65.5				
2012	3	4	50.7				
2012	3	5	26.9				
2012	3	6	17.6				
2012	3	7	17.3				
2012	3	8	15.2				
2012	3	9	14.9				
2012	3	10	14.3				
2012	3	11	13.6				
2012	3	12	13.1				
2012	3	13	13.2				
2012	3	14	24.3				
2012	3	15	30.8				
2012	3	16	93				
2012	3	17	50				
2012	3	18	26.9				
2012	3	19	26.7				
2012	3	20	28.9				
2012	3	21	32.8				
2012	3	22	32.5				
2012	3	23	32.3				
2012	3	24	33.2				
2012	3	25	37.3				
2012	3	26	38.6				
2012	3	27	41.9				
2012	3	28	54.1				
2012	3	29	51.3				
2012	3	30	50.5				
2012	3	31	104				
2012	4	1	78.9				
2012	4	2	44.1				
2012	4	3	36.7				
2012	4	4	32				
2012	4	5	26.5				
2012	4	6	31.8				
2012	4	7	31.9				
2012	4	8	29.9				
2012	4	9	27.3				
2012	4	10	25.2				
2012	4	11	23.8				
2012	4	12	22				
2012	4	13	19				
2012	4	14	16.3				
2012	4	15	14.6				
2012	4	16	13.8				
2012	4	17	12.2				
2012	4	18	17.9				
2012	4	19	17.4				
2012	4	20	13.4				
2012	4	21	19.8				
2012	4	22	50.1				
2012	4	23	20.6				
2012	4	24	15.7				
2012	4	25	14.2				
2012	4	26	12.6				
2012	4	27	12.1				
2012	4	28	10.6				
2012	4	29	9.2				
2012	4	30	7.91				
2012	5	1	6.82				
2012	5	2	6.22				
2012	5	3	6.01				
2012	5	4	7.03				
2012	5	5	6.55				
2012	5	6	6.3				
2012	5	7	5.68				
2012	5	8	6.91				
2012	5	9	7.18				
2012	5	10	6.22				
2012	5	11	5.53				
2012	5	12	5.13				
2012	5	13	5.17				
2012	5	14	4.82				
2012	5	15	4.61				
2012	5	16	4.57				
2012	5	17	4.43				
2012	5	18	3.97				
2012	5	19	3.66				
2012	5	20	3.63				
2012	5	21	3.6				
2012	5	22	3.63				
2012	5	23	3.54				
2012	5	24	14.4				
2012	5	25	19.3				
2012	5	26	6.66				
2012	5	27	5.57				
2012	5	28	4.97				
2012	5	29	4.53				
2012	5	30	4.11				
2012	5	31	2.59				
2012	6	1	1.48				
2012	6	2	1.37				
2012	6	3	1.27				
2012	6	4	1.11				
2012	6	5	1.03				
2012	6	6	0.805				
2012	6	7	0.827				
2012	6	8	0.624				
2012	6	9	0.594				
2012	6	10	0.55				
2012	6	11	0.679				
2012	6	12	0.956				
2012	6	13	0.833				
2012	6	14	0.672				
2012	6	15	0.468				
2012	6	16	0.429				
2012	6	17	0.404				
2012	6	18	0.43				
2012	6	19	4.64				
2012	6	20	5.88				
2012	6	21	4.25				
2012	6	22	2.92				
2012	6	23	1.85				
2012	6	24	0.659				
2012	6	25	0.43				
2012	6	26	0.392				
2012	6	27	0.404				
2012	6	28	0.404				
2012	6	29	0.392				
2012	6	30	0.368				
2012	7	1	0.333				
2012	7	2	0.289				
2012	7	3	0.289				
2012	7	4	0.289				
2012	7	5	0.248				
2012	7	6	0.2				
2012	7	7	0.174				
2012	7	8	0.133				
2012	7	9	0.105				
2012	7	10	0.085				
2012	7	11	0.085				
2012	7	12	0.093				
2012	7	13	0.091				
2012	7	14	0.098				
2012	7	15	0.303				
2012	7	16	14				
2012	7	17	41.8				
2012	7	18	11				
2012	7	19	5.24				
2012	7	20	5.74				
2012	7	21	47.1				
2012	7	22	13.6				
2012	7	23	2.94				
2012	7	24	2.27				
2012	7	25	1.23				
2012	7	26	1.89				
2012	7	27	2.54				
2012	7	28	1.78				
2012	7	29	1.15				
2012	7	30	0.687				
2012	7	31	0.523				
2012	8	1	0.38				
2012	8	2	0.301				
2012	8	3	0.2				
2012	8	4	0.191				
2012	8	5	0.191				
2012	8	6	0.209				
2012	8	7	0.191				
2012	8	8	0.174				
2012	8	9	0.174				
2012	8	10	0.209				
2012	8	11	0.209				
2012	8	12	0.209				
2012	8	13	0.209				
2012	8	14	0.191				
2012	8	15	0.209				
2012	8	16	0.2				
2012	8	17	0.191				
2012	8	18	0.2				
2012	8	19	0.209				
2012	8	20	0.209				
2012	8	21	0.2				
2012	8	22	0.209				
2012	8	23	0.209				
2012	8	24	0.228				
2012	8	25	0.209				
2012	8	26	0.209				
2012	8	27	0.219				
2012	8	28	0.228				
2012	8	29	0.228				
2012	8	30	0.209				
2012	8	31	0.228				
2012	9	1	0.26				
2012	9	2	0.455				
2012	9	3	11				
2012	9	4	5.5				
2012	9	5	3.87				
2012	9	6	2.71				
2012	9	7	2.37				
2012	9	8	2.8				
2012	9	9	2.54				
2012	9	10	2.18				
2012	9	11	2				
2012	9	12	2.73				
2012	9	13	2.18				
2012	9	14	2.05				
2012	9	15	2.24				
2012	9	16	16.3				
2012	9	17	4.39				
2012	9	18	3.6				
2012	9	19	3.37				
2012	9	20	2.7				
2012	9	21	2.62				
2012	9	22	2.46				
2012	9	23	2.39				
2012	9	24	2.29				
2012	9	25	4.88				
2012	9	26	4.01				
2012	9	27	3.22				
2012	9	28	2.5				
2012	9	29	2.64				
2012	9	30	2.64				
2012	10	1	2.43				
2012	10	2	2.29				
2012	10	3	2.29				
2012	10	4	2.09				
2012	10	5	2.06				
2012	10	6	2.06				
2012	10	7	2.02				
2012	10	8	1.86				
2012	10	9	1.82				
2012	10	10	1.89				
2012	10	11	1.89				
2012	10	12	1.89				
2012	10	13	19.1				
2012	10	14	24.6				
2012	10	15	12.2				
2012	10	16	5.14				
2012	10	17	2.72				
2012	10	18	2.9				
2012	10	19	2.61				
2012	10	20	2.58				
2012	10	21	2.97				
2012	10	22	3.05				
2012	10	23	3.16				
2012	10	24	3.44				
2012	10	25	3.48				
2012	10	26	3.48				
2012	10	27	3.52				
2012	10	28	4.52				
2012	10	29	8.36				
2012	10	30	5.73				
2012	10	31	4.91				
2012	11	1	3.72				
2012	11	2	3.32				
2012	11	3	3.16				
2012	11	4	23.6				
2012	11	5	14.9				
2012	11	6	8.25				
2012	11	7	5.49				
2012	11	8	4.6				
2012	11	9	3.41				
2012	11	10	2.86				
2012	11	11	2.72				
2012	11	12	5.1				
2012	11	13	4.38				
2012	11	14	4.3				
2012	11	15	10.1				
2012	11	16	41.2				
2012	11	17	20.1				
2012	11	18	18.8				
2012	11	19	18				
2012	11	20	17.3				
2012	11	21	11				
2012	11	22	6.15				
2012	11	23	6.24				
2012	11	24	6				
2012	11	25	6.39				
2012	11	26	6.48				
2012	11	27	6.58				
2012	11	28	18.4				
2012	11	29	28.3				
2012	11	30	10.9				
